reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
3,FGFR2_pose/FGFR2_lig_2.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-1.4357285695614372,5.6777807052660805,7.113509274827518,3,10,10,lig_2,lig_43
3,FGFR2_pose/FGFR2_lig_3.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-1.5906305295471803,5.522878745280337,7.113509274827518,4,10,10,lig_3,lig_43
3,FGFR2_pose/FGFR2_lig_19.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-0.2596373105057559,6.853871964321762,7.113509274827518,5,10,10,lig_19,lig_43
3,FGFR2_pose/FGFR2_lig_42.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-0.5251289807907478,6.58838029403677,7.113509274827518,7,10,10,lig_42,lig_43
3,FGFR2_pose/FGFR2_lig_38.pkl,FGFR2_pose/FGFR2_lig_43.pkl,0.4316458651639721,7.54515513999149,7.113509274827518,8,10,10,lig_38,lig_43
3,FGFR2_pose/FGFR2_lig_15.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-1.0165992618194615,6.096910013008056,7.113509274827518,9,10,10,lig_15,lig_43
3,FGFR2_pose/FGFR2_lig_18.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-0.5114492834995552,6.6020599913279625,7.113509274827518,11,10,11,lig_18,lig_43
3,FGFR2_pose/FGFR2_lig_S5.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-1.6817109988945127,5.431798275933005,7.113509274827518,13,10,13,lig_S5,lig_43
3,FGFR2_pose/FGFR2_lig_S8.pkl,FGFR2_pose/FGFR2_lig_43.pkl,-1.493720516539124,5.619788758288394,7.113509274827518,14,10,14,lig_S8,lig_43
4,FGFR2_pose/FGFR2_lig_34.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-0.1526517244753327,6.958607314841775,7.111259039317107,0,6,6,lig_34,lig_41
4,FGFR2_pose/FGFR2_lig_44.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-0.4079242295786383,6.703334809738469,7.111259039317107,1,6,6,lig_44,lig_41
4,FGFR2_pose/FGFR2_lig_2.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-1.4334783340510269,5.6777807052660805,7.111259039317107,3,6,6,lig_2,lig_41
4,FGFR2_pose/FGFR2_lig_3.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-1.58838029403677,5.522878745280337,7.111259039317107,4,6,6,lig_3,lig_41
4,FGFR2_pose/FGFR2_lig_19.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-0.2573870749953455,6.853871964321762,7.111259039317107,5,6,6,lig_19,lig_41
4,FGFR2_pose/FGFR2_lig_42.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-0.5228787452803374,6.58838029403677,7.111259039317107,7,6,7,lig_42,lig_41
4,FGFR2_pose/FGFR2_lig_38.pkl,FGFR2_pose/FGFR2_lig_41.pkl,0.43389610067438245,7.54515513999149,7.111259039317107,8,6,8,lig_38,lig_41
4,FGFR2_pose/FGFR2_lig_15.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-1.014349026309051,6.096910013008056,7.111259039317107,9,6,9,lig_15,lig_41
4,FGFR2_pose/FGFR2_lig_18.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-0.5091990479891448,6.6020599913279625,7.111259039317107,11,6,11,lig_18,lig_41
4,FGFR2_pose/FGFR2_lig_S5.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-1.6794607633841023,5.431798275933005,7.111259039317107,13,6,13,lig_S5,lig_41
4,FGFR2_pose/FGFR2_lig_S8.pkl,FGFR2_pose/FGFR2_lig_41.pkl,-1.4914702810287137,5.619788758288394,7.111259039317107,14,6,14,lig_S8,lig_41
